first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Alex,Tapia,1994/07/04,"Kelley, Gilbert and Jackson",2019/01/05,93,1993,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Jay,Davis,1978/08/18,Williams-Stephenson,2018/03/03,34,1975,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Mr.,Anthony Olson,1983/01/02,Peterson and Sons,2018/06/28,78,1971,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Daniel,Cole,1986/01/12,Mcdonald Inc,2018/11/23,93,1982,IL,Softball,"Member Since Before DOB,Suspicious Join Age"
Debbie,Nguyen,1987/01/08,Keller Group,2018/05/05,59,1998,CO,Softball,Suspicious Join Age
Caitlyn,Fleming,1970/10/03,"Martin, Mcknight and Clark",2018/04/05,78,1980,NJ,Softball,Suspicious Join Age
James,Harris,1975/10/10,Peterson and Sons,2018/08/09,75,1972,CA,Softball,"Member Since Before DOB,Suspicious Join Age"
Alan,Lee,1997/10/16,Scott and Sons,2018/02/06,87,1976,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Katherine,Vargas,1965/12/18,"Jackson, Carlson and Contreras",2018/12/15,85,1976,CA,Softball,Suspicious Join Age
Melissa,Simmons,1976/03/24,Mcdonald Inc,2018/05/20,92,1987,MD,Softball,Suspicious Join Age
Kara,Campbell,1990/02/21,Parker Group,2018/05/06,73,1999,VA,Softball,Suspicious Join Age
Amy,Phillips,1978/12/05,Rivera-Morrow,2018/01/20,80,1985,IL,Softball,Suspicious Join Age
Darlene,Mcguire,1996/02/22,"Hopkins, Barnes and Ward",2018/01/22,63,1978,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Charles,Rangel,1998/09/02,"Smith, Torres and Matthews",2018/09/03,45,2008,MT,Softball,Suspicious Join Age
Sarah,Mckay,1983/12/23,Hunter Ltd,2018/03/14,32,1977,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Stephanie,Smith,1995/03/27,Rivera-Morrow,2018/10/12,60,1979,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Kim,Collier,1993/02/09,Keller Group,2018/06/09,35,1989,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Steven,Meadows,1991/08/03,"Mullen, Huffman and Vasquez",2018/08/27,58,1980,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Jamie,Reid,1996/03/31,Pearson Group,2018/11/13,93,1998,WV,Softball,Suspicious Join Age
Christina,Nicholson,1979/06/28,Parker Group,2018/10/27,43,1975,IL,Softball,"Member Since Before DOB,Suspicious Join Age"
Beverly,Peterson,1978/12/15,Pearson Group,2018/02/24,48,1983,OK,Softball,Suspicious Join Age
Zachary,Lawrence,1979/02/02,Rivera-Morrow,2018/06/22,64,1978,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Taylor,1997/08/23,"Jackson, Carlson and Contreras",2018/06/16,86,1984,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Gabriela,Green,1994/02/04,Hunter Ltd,2018/05/08,53,1998,CO,Softball,Suspicious Join Age
Scott,Smith,1993/06/11,,2018/05/04,33,1978,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Velez,1983/08/11,Williams-Stephenson,2018/03/06,67,1971,MD,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashley,Thomas,1984/09/22,"Hopkins, Barnes and Ward",2018/09/04,75,1993,WA,Softball,Suspicious Join Age
Gregory,Lopez,1968/07/24,Scott and Sons,2018/06/10,66,1976,ID,Softball,Suspicious Join Age
Linda,Ward,1993/05/13,Rivera-Morrow,2018/02/14,35,1992,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacob,Goodwin,1986/01/20,Keller Group,2018/04/27,73,1991,CO,Softball,Suspicious Join Age
Rebecca,Sanchez,1992/08/20,Bruce Inc,2018/03/01,42,1987,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Kendra,Diaz,1980/07/12,Mcdonald Inc,2018/07/30,95,1970,KS,Softball,"Member Since Before DOB,Suspicious Join Age"
Samuel,Manning,1996/11/23,"Jackson, Carlson and Contreras",2018/04/28,51,1989,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Kristine,Abbott,1994/06/08,"Mullen, Huffman and Vasquez",2018/11/15,58,2003,CA,Softball,Suspicious Join Age
Tracy,Deleon,1981/01/29,Keller Group,2018/08/09,60,1985,TX,Softball,Suspicious Join Age
Donna,Dixon,1978/10/14,"Smith, Torres and Matthews",2018/09/02,83,1980,IL,Softball,Suspicious Join Age
Shawn,Martinez,1990/06/07,Parker Group,2018/06/05,45,1997,NE,Softball,Suspicious Join Age
Christy,Lang,1987/03/23,"Jackson, Carlson and Contreras",2018/09/03,91,1974,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Leslie,Andrade,1977/08/25,"Alvarez, Schaefer and Robertson",2018/06/03,63,1987,MA,Softball,Suspicious Join Age
Brandon,Scott,1986/04/25,,2018/07/08,58,1991,AK,Softball,Suspicious Join Age
Tammy,Jenkins,1991/11/24,"Kelley, Gilbert and Jackson",2018/08/21,43,1998,MT,Softball,Suspicious Join Age
Ryan,Boyd,1991/07/13,,2018/02/22,52,1982,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Mark,Ortega,1989/06/13,,2018/05/12,30,1985,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Amanda,Rogers,1990/02/07,"Kelley, Gilbert and Jackson",2018/02/22,67,1987,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Dana,Obrien,1994/05/10,Bruce Inc,2018/08/14,36,1973,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Joshua,Thomas,1986/11/20,"Jackson, Carlson and Contreras",2018/12/08,66,1985,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Kayla,Owens,1978/02/10,Mcdonald Inc,2018/04/08,49,1984,OH,Softball,Suspicious Join Age
Jessica,Hunter,1978/12/20,Pearson Group,2018/03/19,98,1983,ID,Softball,Suspicious Join Age
Willie,Crawford,1993/08/28,"Hopkins, Barnes and Ward",2018/08/30,76,1972,KS,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Mcfarland,1969/11/08,Williams-Stephenson,2018/08/09,58,1978,MS,Softball,Suspicious Join Age
Justin,Norton,1997/08/20,Peterson and Sons,2018/01/28,79,1982,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Chad,Miles,1991/10/15,Pearson Group,2018/06/29,91,1975,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Frank,Peterson,1991/11/11,Hunter Ltd,2018/01/21,74,1974,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Kevin,Carroll,1981/12/20,"Hopkins, Barnes and Ward",2018/03/19,80,1979,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Cheryl,Mays,1995/10/22,"Hopkins, Barnes and Ward",2018/06/13,34,1994,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Donald,Gonzalez,1989/08/29,"Mullen, Huffman and Vasquez",2018/10/15,89,1991,IL,Softball,Suspicious Join Age
Timothy,Henderson,1973/03/07,"Smith, Torres and Matthews",2018/05/27,94,1972,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Vicki,Rangel,1979/12/05,Bruce Inc,2018/07/27,70,1982,LA,Softball,Suspicious Join Age
Bianca,Kidd,1988/06/11,"Jackson, Carlson and Contreras",2018/04/27,36,1989,TX,Softball,Suspicious Join Age
Meghan,Jones,1994/04/18,"Kelley, Gilbert and Jackson",2018/09/12,32,1979,DE,Softball,"Member Since Before DOB,Suspicious Join Age"
Rachel,Murray,1991/09/27,"Jackson, Carlson and Contreras",2018/05/10,53,1989,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Heather,Shelton,1974/04/23,"Brown, Vasquez and Sanchez",2018/09/10,33,1985,AZ,Softball,Suspicious Join Age
Mary,Rojas,1987/02/12,"Brown, Vasquez and Sanchez",2018/02/20,50,1988,NY,Softball,Suspicious Join Age
Angela,Torres,1983/03/06,"Martin, Mcknight and Clark",2018/09/06,58,1980,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
Keith,Fisher,1986/04/24,"Jackson, Carlson and Contreras",2018/12/26,86,1980,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Justin,Scott,1998/09/02,Bruce Inc,2018/12/07,69,2005,NV,Softball,Suspicious Join Age
Justin,Sanchez,1984/02/14,Pearson Group,2018/03/04,51,1976,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Dustin,Valdez,1967/11/08,"Martin, Mcknight and Clark",2018/07/14,38,1977,KS,Softball,Suspicious Join Age
Kenneth,Klein,1990/09/09,Keller Group,2018/04/25,43,1977,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Sarah,Navarro,1991/11/05,"Martin, Mcknight and Clark",2018/11/21,77,1979,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Janice,Daniels,1990/01/07,"Brown, Vasquez and Sanchez",2018/11/08,73,1981,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Sharp,1993/04/12,Parker Group,2018/07/10,79,1975,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Heidi,Keller,1996/06/11,"Smith, Torres and Matthews",2018/10/01,38,1978,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Mackenzie,Carroll,1989/11/17,"Jackson, Carlson and Contreras",2018/11/26,89,1982,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Alicia,Valdez,1968/07/17,Taylor-Alvarez,2018/07/04,76,1970,CA,Softball,Suspicious Join Age
Joseph,Gilbert,1977/02/19,Taylor-Alvarez,2018/05/02,94,1984,ME,Softball,Suspicious Join Age
Abigail,Mejia,1984/01/20,"Alvarez, Schaefer and Robertson",2018/04/17,73,1992,ND,Softball,Suspicious Join Age
Mark,Jarvis,1972/02/01,Scott and Sons,2018/05/05,73,1978,ID,Softball,Suspicious Join Age
Laurie,Chambers,1989/12/27,,2018/05/29,45,1995,WV,Softball,Suspicious Join Age
Kelly,Bell MD,1994/02/02,"Hopkins, Barnes and Ward",2018/09/29,71,1980,PA,Softball,"Member Since Before DOB,Suspicious Join Age"
Ariel,Moses,1993/11/03,,2018/05/27,60,1987,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Alexis,Williams,1991/07/23,Keller Group,2018/07/19,99,1999,NY,Softball,Suspicious Join Age
Julie,Leon MD,1995/07/27,Keller Group,2018/07/29,67,1975,WV,Softball,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Carter,1992/07/04,Scott and Sons,2018/11/16,82,1991,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Dawson,1991/09/20,Rivera-Morrow,2018/11/29,52,1974,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Davis,1992/10/08,"Smith, Torres and Matthews",2018/03/28,76,1992,KS,Softball,Suspicious Join Age
Taylor,James,1991/04/16,Rivera Ltd,2018/05/07,51,1978,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashlee,Martinez,1991/12/12,"Martin, Mcknight and Clark",2018/01/31,41,1985,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Maureen,Turner,1977/01/13,Rivera-Morrow,2018/11/22,97,1978,AR,Softball,Suspicious Join Age
Jason,Murray,1972/05/23,"Kelley, Gilbert and Jackson",2018/06/13,53,1971,NY,Softball,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Ward,1990/06/10,"Kelley, Gilbert and Jackson",2018/01/22,98,1984,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Franklin,Hughes,1974/06/16,"Martin, Mcknight and Clark",2018/11/25,58,1985,TX,Softball,Suspicious Join Age
Tanya,Parker,1977/03/15,"Martin, Mcknight and Clark",2018/12/07,39,1987,SC,Softball,Suspicious Join Age
Jessica,Barnes MD,1994/03/16,"Mullen, Huffman and Vasquez",2018/05/27,67,1981,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Crystal,Conner,1989/07/24,Bruce Inc,2018/07/20,60,1999,MI,Softball,Suspicious Join Age
Diane,Delgado,1974/01/17,Bruce Inc,2018/06/05,50,1971,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Turner,1988/07/16,Parker Group,2018/03/20,48,1973,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Freeman,1997/12/01,"Martin, Mcknight and Clark",2018/10/26,48,1999,DE,Softball,Suspicious Join Age
Angela,Gaines,1979/06/05,Parker Group,2018/04/13,52,1987,VT,Softball,Suspicious Join Age
Leah,Hendricks,1997/06/10,Pearson Group,2018/01/16,88,1981,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Ricardo,Thompson,1993/09/30,Taylor-Alvarez,2018/01/19,73,1993,KS,Softball,Suspicious Join Age
Christopher,Watkins,1997/07/15,Williams-Stephenson,2018/11/11,92,1974,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Megan,Lopez,1984/02/14,Rivera-Morrow,2018/11/22,44,1978,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Alice,Powers,1968/05/05,"Jackson, Carlson and Contreras",2018/03/27,91,1974,CT,Softball,Suspicious Join Age
Jeffrey,Ray,1996/02/02,"Mullen, Huffman and Vasquez",2018/06/27,91,1985,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Hudson DVM,1994/07/13,"Hopkins, Barnes and Ward",2018/08/09,92,1974,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Shelley,Lawrence,1981/12/25,Taylor-Alvarez,2018/01/20,85,1989,OH,Softball,Suspicious Join Age
Kristen,Kim,1971/02/27,Mcdonald Inc,2018/12/26,87,1970,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Aaron,Davis,1963/07/12,"Brown, Vasquez and Sanchez",2018/12/19,59,1973,MD,Softball,Suspicious Join Age
Joshua,Chandler,1976/02/27,Rivera Ltd,2018/02/19,80,1977,HI,Softball,Suspicious Join Age
Richard,Brown,1975/10/10,"Martin, Mcknight and Clark",2018/09/28,97,1980,SC,Softball,Suspicious Join Age
Stacy,Mclean,1977/11/25,"Kelley, Gilbert and Jackson",2018/11/07,96,1977,WV,Softball,Suspicious Join Age
Lori,Pittman,1996/10/13,"Martin, Mcknight and Clark",2018/05/23,30,1982,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Joseph,Rodriguez,1985/04/22,"Martin, Mcknight and Clark",2018/10/29,64,1988,CA,Softball,Suspicious Join Age
Sean,Owens,1977/02/21,"Mullen, Huffman and Vasquez",2018/09/02,48,1971,DE,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Johnson,1985/06/24,Rivera Ltd,2018/04/04,53,1971,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Christine,Henderson,1971/09/02,"Kelley, Gilbert and Jackson",2018/07/21,54,1982,NC,Softball,Suspicious Join Age
Chelsey,Garcia,1983/07/31,Taylor-Alvarez,2018/12/14,61,1975,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Jill,Rios,1983/07/16,Hunter Ltd,2019/01/01,49,1970,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Chad,Meyer,1996/09/30,"Mullen, Huffman and Vasquez",2018/03/19,79,1978,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Brian,Lawson,1982/04/17,Scott and Sons,2018/01/29,58,1977,AL,Softball,"Member Since Before DOB,Suspicious Join Age"
Debra,Watson MD,1998/08/11,Taylor-Alvarez,2018/10/03,49,1976,WI,Softball,"Member Since Before DOB,Suspicious Join Age"
Melissa,Smith,1994/09/03,"Kelley, Gilbert and Jackson",2018/04/02,86,1983,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Eric,Rivers,1968/02/13,"Jackson, Carlson and Contreras",2018/10/06,80,1973,IA,Softball,Suspicious Join Age
Blake,Huber,1981/01/01,"Smith, Torres and Matthews",2018/11/22,39,1975,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
John,Johnson,1997/04/27,Pearson Group,2018/02/04,70,1988,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Julia,Williams,1986/06/21,Keller Group,2018/04/28,71,1981,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Hebert,1978/11/12,"Martin, Mcknight and Clark",2018/06/23,43,1980,ID,Softball,Suspicious Join Age
Christopher,Peterson,1988/09/21,"Kelley, Gilbert and Jackson",2018/05/04,39,1995,VT,Softball,Suspicious Join Age
Hannah,Ramos DVM,1977/11/22,Williams-Stephenson,2018/05/31,79,1981,ME,Softball,Suspicious Join Age
Allen,Payne,1990/09/01,Rivera-Morrow,2018/06/16,71,1998,IL,Softball,Suspicious Join Age
John,Ward,1986/12/06,"Martin, Mcknight and Clark",2018/10/29,72,1977,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Noah,Oconnell,1992/04/16,"Mullen, Huffman and Vasquez",2018/04/21,54,1980,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Lisa,Marshall,1990/07/29,Mcdonald Inc,2018/08/06,97,1972,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Megan,Roberts,1992/03/24,Scott and Sons,2018/07/03,34,1985,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
John,Cochran,1995/03/27,Peterson and Sons,2018/03/24,70,1983,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Susan,Humphrey,1979/11/21,Bruce Inc,2018/03/07,80,1970,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Christine,Mason,1966/08/21,Scott and Sons,2018/03/22,31,1970,ND,Softball,Suspicious Join Age
Amy,Cabrera MD,1980/01/01,"Kelley, Gilbert and Jackson",2018/10/14,65,1988,TN,Softball,Suspicious Join Age
Kelly,Mitchell,1964/02/14,Parker Group,2018/01/18,47,1972,WA,Softball,Suspicious Join Age
Mrs.,Jennifer Schroeder MD,1959/09/19,Hunter Ltd,2018/08/19,82,1970,LA,Softball,Suspicious Join Age
Scott,Gates,1964/07/01,Pearson Group,2018/06/11,86,1972,NC,Softball,Suspicious Join Age
James,Williams,1980/09/03,Rivera Ltd,2018/06/23,40,1984,NM,Softball,Suspicious Join Age
Steven,Leach,1992/02/19,Hunter Ltd,2018/03/06,83,1981,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
John,Lucas,1972/12/21,Mcdonald Inc,2018/12/12,43,1973,NY,Softball,Suspicious Join Age
Kimberly,Wilson,1996/11/06,Rivera-Morrow,2019/01/07,88,1988,WV,Softball,"Member Since Before DOB,Suspicious Join Age"
Natalie,Yang,1989/05/29,,2018/09/09,88,1971,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashley,Gentry,1990/08/19,"Jackson, Carlson and Contreras",2018/02/20,92,1990,ID,Softball,Suspicious Join Age
Joshua,Taylor,1968/07/06,Parker Group,2018/12/03,41,1978,MI,Softball,Suspicious Join Age
Michael,Lewis,1988/01/29,Hunter Ltd,2018/12/12,87,1975,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Sheri,Watts,1993/10/29,Rivera-Morrow,2018/08/12,58,1987,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Melissa,Macdonald,1995/05/02,Taylor-Alvarez,2018/03/19,94,1993,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Laura,Gibson,1980/10/17,Mcdonald Inc,2018/10/25,91,1976,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Jill,Mcdonald,1998/08/12,Rivera-Morrow,2018/02/06,90,1985,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
Anthony,Stark,1989/11/03,Peterson and Sons,2018/09/26,85,1989,OR,Softball,Suspicious Join Age
Pamela,Mays,1974/07/05,"Smith, Torres and Matthews",2018/12/27,63,1985,AZ,Softball,Suspicious Join Age
Ryan,Hamilton,1985/12/09,"Brown, Vasquez and Sanchez",2018/09/19,95,1970,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Lisa,Raymond,1985/03/19,,2018/06/26,49,1975,SD,Softball,"Member Since Before DOB,Suspicious Join Age"
Timothy,Ortiz,1982/03/14,"Hopkins, Barnes and Ward",2018/12/13,93,1987,PA,Softball,Suspicious Join Age
Deborah,Armstrong,1998/06/05,"Alvarez, Schaefer and Robertson",2018/08/15,47,2007,ND,Softball,Suspicious Join Age
Michael,Burch,1985/04/09,"Hopkins, Barnes and Ward",2018/11/16,60,1996,PA,Softball,Suspicious Join Age
Sherry,Ray,1978/06/26,"Mullen, Huffman and Vasquez",2018/11/17,64,1987,FL,Softball,Suspicious Join Age
David,Padilla,1988/11/25,Peterson and Sons,2018/09/28,75,1999,CA,Softball,Suspicious Join Age
Michelle,Thompson,1986/10/05,"Smith, Torres and Matthews",2018/02/04,86,1983,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Susan,Hall,1981/10/22,Peterson and Sons,2018/01/25,41,1985,WI,Softball,Suspicious Join Age
Jessica,Carson,1992/04/25,"Jackson, Carlson and Contreras",2018/10/11,52,1972,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Amanda,Rios,1984/12/17,"Kelley, Gilbert and Jackson",2018/01/18,37,1985,FL,Softball,Suspicious Join Age
Mark,Davis,1991/07/19,"Jackson, Carlson and Contreras",2018/04/17,66,1982,DE,Softball,"Member Since Before DOB,Suspicious Join Age"
Marissa,Hodge,1993/11/13,Williams-Stephenson,2018/03/12,70,2004,DE,Softball,Suspicious Join Age
Debbie,Roth,1993/11/21,"Alvarez, Schaefer and Robertson",2018/11/17,83,1994,ME,Softball,Suspicious Join Age
Susan,Coleman,1994/09/20,Keller Group,2018/04/09,52,1993,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Anthony,Kramer,1992/12/22,Rivera-Morrow,2018/02/24,61,1974,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Shari,Carter,1985/07/17,"Alvarez, Schaefer and Robertson",2018/08/24,56,1987,WV,Softball,Suspicious Join Age
Jordan,Baker,1991/01/25,"Jackson, Carlson and Contreras",2018/03/14,30,2001,WA,Softball,Suspicious Join Age
Carlos,Dunn,1992/09/10,Keller Group,2018/05/16,65,1974,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
Rachel,Howard,1997/09/16,"Jackson, Carlson and Contreras",2018/10/05,84,1998,GA,Softball,Suspicious Join Age
Bridget,Brady,1973/09/16,,2018/05/31,64,1983,ME,Softball,Suspicious Join Age
Kevin,Jones,1985/02/28,"Alvarez, Schaefer and Robertson",2018/03/23,50,1986,MO,Softball,Suspicious Join Age
Debra,Hogan,1993/11/20,Pearson Group,2018/06/13,86,1983,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Jonathan,Salas,1982/04/21,Mcdonald Inc,2018/08/22,59,1986,NE,Softball,Suspicious Join Age
Lauren,Singh,1991/12/13,Bruce Inc,2018/02/01,64,1976,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Taylor,Knight,1998/04/26,Bruce Inc,2018/02/23,53,1978,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Anthony,Salas,1982/07/10,Hunter Ltd,2018/11/14,73,1990,FL,Softball,Suspicious Join Age
Anthony,Sanchez,1969/05/16,Rivera-Morrow,2018/05/28,30,1977,IN,Softball,Suspicious Join Age
Robin,Sandoval,1973/08/25,"Kelley, Gilbert and Jackson",2019/01/05,67,1979,IL,Softball,Suspicious Join Age
Gregory,Banks,1996/07/17,"Mullen, Huffman and Vasquez",2018/01/18,57,2004,FL,Softball,Suspicious Join Age
Joel,Hunt,1995/06/28,Pearson Group,2018/12/08,78,2000,WY,Softball,Suspicious Join Age
Robert,Trujillo,1982/10/13,"Alvarez, Schaefer and Robertson",2018/08/15,71,1973,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
